co_ies;ies_censo;grupo;uf_censo;co_mantenedora;mantenedora;cnpj;natureza_juridica;ies_emec;sigla;endereco_sede;municipio;uf;organizacao;credenciamento;categoria;ci;ci_ead;igc;sinalizacoes;situacao
522;CENTRO UNIVERSITÁRIO CELSO LISBOA;Celso Lisboa;RJ;363;INSTITUTO SUPERIOR DE ENSINO CELSO LISBOA;34.354.282/0001-47;Privada sem fins lucrativos;CENTRO UNIVERSITÁRIO CELSO LISBOA (UCL);UCL;Rua Vinte e Quatro de Maio - 797 - CEP: 20950-091 - Sampaio;Rio de Janeiro;RJ;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;4;3;;Ativa
1326;Faculdade Multivix Serra;Multivix;ES;15213;MULTIVIX SERRA - ENSINO PESQUISA E EXTENSAO LTDA;11.062.400/0001-48;Privada com fins lucrativos;Centro Universitário Multivix Serra (MULTIVIX SERRA);MULTIVIX SERRA;Rua Barão do Rio Branco - 120 - CEP: 29167-172 - Colina de Laranjeiras;Serra;ES;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;Em supervisão - Procedimento Sancionador sem Medida Cautelar;Ativa
344;CENTRO UNIVERSITÁRIO UNA;Ânima;MG;3052;BRASIL EDUCACAO S/A;05.648.257/0001-78;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;CENTRO UNIVERSITÁRIO UNA (UNA);UNA;Rua dos Aimorés - 1.451 - CEP: 30140-071 - Lourdes;Belo Horizonte;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
577;UNIVERSIDADE FEDERAL DE ALAGOAS;Independentes;AL;15601;UNIVERSIDADE FEDERAL DE ALAGOAS;24.464.109/0001-48;Pessoa Jurídica de Direito Público - Federal;UNIVERSIDADE FEDERAL DE ALAGOAS (UFAL);UFAL;Av. Lourival de Melo Mota - s/n - CEP: 57072-970 - TABULEIRO DO MARTINS;Maceió;AL;Universidade;EAD - Superior / Presencial - Superior /;Publica;4;4;4;;Ativa
718;UNIVERSIDADE POTIGUAR;Ânima;RN;481;APEC - SOCIEDADE POTIGUAR DE EDUCACAO E CULTURA LTDA;08.480.071/0001-40;Privada com fins lucrativos;UNIVERSIDADE POTIGUAR (UNP);UNP;Avenida Senador Salgado Filho - 1.610 - CEP: 59056-000 - Lagoa Nova;Natal;RN;Universidade;EAD - Superior / Presencial - Superior /;Privada;5;3;3;;Ativa
3;UNIVERSIDADE FEDERAL DE SERGIPE;Independentes;SE;3;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;13.031.547/0001-04;Pessoa Jurídica de Direito Público - Federal;UNIVERSIDADE FEDERAL DE SERGIPE (UFS);UFS;Avenida Marechal Rondon - s/n - CEP: 49100-000 - Jardim Rosa Elze;São Cristóvão;SE;Universidade;EAD - Superior / Presencial - Superior /;Publica;5;5;4;;Ativa
573;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;Independentes;ES;15591;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;32.479.123/0001-43;Pessoa Jurídica de Direito Público - Federal;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO (UFES);UFES;Av. Fernando Ferrari, 514, Goiabeiras. - 514 - CEP: 29075-910 - Goiabeiras;Vitória;ES;Universidade;EAD - Superior / Presencial - Superior /;Publica;5;4;4;;Ativa
712;CENTRO UNIVERSITÁRIO IBMR;Ânima;RJ;475;INSTITUTO BRASILEIRO DE MEDICINA DE REABILITACAO LTDA;42.365.445/0001-15;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO IBMR;-;Avenida das Américas - 2603 - CEP: 22631-002 - Barra da Tijuca;Rio de Janeiro;RJ;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;4;3;;Ativa
472;UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY;Afya;RJ;326;COMPANHIA NILZA CORDEIRO HERDY DE EDUCACAO E CULTURA;29.403.763/0001-65;Privada com fins lucrativos;Afya Universidade Unigranrio (UNIGRANRIO);UNIGRANRIO;Avenida Perimetral Professor José de Souza Herdy - 120 - CEP: 25075-142 - Jardim Vinte e Cinco de Agosto;Duque de Caxias;RJ;Universidade;EAD - Superior / Presencial - Superior /;Privada;4;5;3;;Ativa
515;Centro Universitário Anhanguera Pitágoras Unopar de Niterói;Cogna;RJ;16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Privada com fins lucrativos;Centro Universitário Anhanguera Pitágoras Unopar de Niterói (UNIAN-RJ);UNIAN-RJ;Rua Visconde do Rio Branco - 123 - CEP: 24020-000 - Centro;Niterói;RJ;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;5;3;;Ativa
1716;Centro Universitário União das Américas Descomplica;UniAmerica Descomplica;PR;18192;AIUA EDUCACIONAL LTDA;42.355.428/0001-05;Privada com fins lucrativos;Centro Universitário União das Américas Descomplica (UNIAMÉRICA );UNIAMÉRICA;Avenida das Cataratas - 1118 - CEP: 85853-000 - Vila Yolanda;Foz do Iguaçu;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;4;4;;Ativa
17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;Independentes;MG;9140;UNIVERSIDADE FEDERAL DE UBERLANDIA;25.648.387/0001-18;Pessoa Jurídica de Direito Público - Federal;UNIVERSIDADE FEDERAL DE UBERLÂNDIA (UFU);UFU;Avenida João Naves de Ávila - 2121 - CEP: 38400-902 - Santa Mônica;Uberlândia;MG;Universidade;EAD - Superior / Presencial - Superior /;Publica;5;5;5;;Ativa
4;UNIVERSIDADE FEDERAL DO AMAZONAS;Independentes;AM;4;FUNDACAO UNIVERSIDADE DO AMAZONAS;04.378.626/0001-97;Pessoa Jurídica de Direito Público - Federal;UNIVERSIDADE FEDERAL DO AMAZONAS (UFAM);UFAM;Av. Rodrigo Otávio - 6200 - CEP: 69077-000 - Coroado II;Manaus;AM;Universidade;EAD - Superior / Presencial - Superior /;Publica;4;;4;;Ativa
3985;CENTRO UNIVERSITÁRIO SENAC;SENAC;SP;543;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC;03.709.814/0001-98;Privada sem fins lucrativos;CENTRO UNIVERSITÁRIO SENAC (SENACSP);SENACSP;Av. Engenheiro Eusébio Stevaux - nº 823 - CEP: 04696-000 - Jurubatuba;São Paulo;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
671;UNIVERSIDADE ANHANGUERA;Cogna;MS;1204;PITAGORAS SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE S.A.;03.239.470/0001-09;Privada com fins lucrativos;UNIVERSIDADE ANHANGUERA (UNIDERP);UNIDERP;Rua Ceará - 333 - CEP: 79003-010 - Miguel Couto;Campo Grande;MS;Universidade;EAD - Superior / Presencial - Superior /;Privada;3;4;3;Unificação de Mantidas;Ativa
1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;Independentes;MG;112;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;65.172.579/0001-15;Pessoa Jurídica de Direito Público - Estadual;UNIVERSIDADE DO ESTADO DE MINAS GERAIS (UEMG);UEMG;Av. Presidente Antônio Carlos - 7545 - CEP: 31275-083 - São Luiz;Belo Horizonte;MG;Universidade;EAD - Superior / Presencial - Superior /;Publica;;4;3;;Ativa
437;UNIVERSIDADE PARANAENSE;Unipar;PR;305;UNIPAR - SOCIEDADE EMPRESARIAL LTDA.;75.517.151/0001-10;Privada com fins lucrativos;UNIVERSIDADE PARANAENSE (UNIPAR);UNIPAR;Praça Mascarenha de Moraes - 4282 - CEP: 87502-210 - Zona III;Umuarama;PR;Universidade;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
555;UNIVERSIDADE DE FORTALEZA;Unifor;CE;386;FUNDACAO EDSON QUEIROZ;07.373.434/0001-86;Privada sem fins lucrativos;UNIVERSIDADE DE FORTALEZA (UNIFOR);UNIFOR;Avenida Washington Soares - 1321 - CEP: 60811-905 - Edson Queiroz;Fortaleza;CE;Universidade;EAD - Superior / Presencial - Superior /;Privada;4;5;4;;Ativa
403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;Catolica (UBEC);DF;278;UNIAO BRASILEIRA DE EDUCACAO CATOLICA;00.331.801/0001-30;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;UNIVERSIDADE CATÓLICA DE BRASÍLIA (UCB);UCB;QS 07, EPCT - LOTE 01 - CEP: 71966-900 - Areal (Águas Claras);Brasília;DF;Universidade;EAD - Superior / Presencial - Superior /;Privada;5;3;4;;Ativa
5;UNIVERSIDADE FEDERAL DO PIAUÍ;Independentes;PI;14054;FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI;06.517.387/0001-34;Pessoa Jurídica de Direito Público - Federal;UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI);UFPI;Campus Universitário Ministro Petrônio Portela - s/n - CEP: 64049-550 - Ininga;Teresina;PI;Universidade;EAD - Superior / Presencial - Superior /;Publica;5;4;4;;Ativa
574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;Independentes;RJ;9053;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;29.427.465/0001-05;Pessoa Jurídica de Direito Público - Federal;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO (UFRRJ);UFRRJ;Rodovia BR 465 - KM 7 - s/n - CEP: 23890-000 - Campus Universitário;Seropédica;RJ;Universidade;EAD - Superior / Presencial - Superior /;Publica;5;3;4;;Ativa
2111;CENTRO UNIVERSITÁRIO INTA;UNINTA;CE;1390;ASSOCIACAO IGREJA ADVENTISTA MISSIONARIA - AIAMIS;03.365.403/0001-22;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;CENTRO UNIVERSITÁRIO INTA (UNINTA);UNINTA;Rua Antônio Rodrigues Magalhães - 359 - CEP: 62050-100 - Dom Expedito;Sobral;CE;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;Unificação de Mantidas;Ativa
673;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;Unigran;MS;445;UNIGRAN EDUCACIONAL;03.361.110/0001-77;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS (UNIGRAN);UNIGRAN;Rua Balbina de Matos - 2121 - CEP: 79824-900 - Jardim;Dourados;MS;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;4;4;;Ativa
54;UNIVERSIDADE ESTADUAL DE CAMPINAS;Independentes;SP;12575;UNIVERSIDADE ESTADUAL DE CAMPINAS;46.068.425/0001-33;Pessoa Jurídica de Direito Público - Estadual;UNIVERSIDADE ESTADUAL DE CAMPINAS (UNICAMP);UNICAMP;Cidade Universitária - S/N - CEP: 13083-970 - BARÃO GERALDO;Campinas;SP;Universidade;Presencial - Superior;Publica;;;5;;Ativa
756;UNIVERSIDADE ESTADUAL DO PIAUÍ;Independentes;PI;512;FUNDACAO UNIVERSIDADE ESTADUAL DO PIAUI FUESPI;07.471.758/0001-57;Pessoa Jurídica de Direito Público - Estadual;UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI);UESPI;Rua João Cabral - 2231 - CEP: 64002-150 - PIRAJÁ;Teresina;PI;Universidade;EAD - Superior / Presencial - Superior /;Publica;;3;3;;Ativa
576;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;Independentes;MG;15648;UNIVERSIDADE FEDERAL DE JUIZ DE FORA UFJF;21.195.755/0001-69;Pessoa Jurídica de Direito Público - Federal;UNIVERSIDADE FEDERAL DE JUIZ DE FORA (UFJF);UFJF;Campus Universitário - s/n - CEP: 36036-900 - São Pedro;Juiz de Fora;MG;Universidade;EAD - Superior / Presencial - Superior /;Publica;5;3;5;;Ativa
719;Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT;Independentes;MT;482;FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO;01.367.770/0001-30;Pessoa Jurídica de Direito Público - Estadual;Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT (UNEMAT);UNEMAT;Avenida Tancredo Neves 1095 - 1095 - CEP: 78217-900 - Cavalhada III;Cáceres;MT;Universidade;EAD - Superior / Presencial - Superior /;Publica;;4;3;;Ativa
568;UNIVERSIDADE ESTADUAL DO MARANHÃO;Independentes;MA;390;UNIVERSIDADE ESTADUAL DO MARANHAO;06.352.421/0001-68;Pessoa Jurídica de Direito Público - Estadual;UNIVERSIDADE ESTADUAL DO MARANHÃO (UEMA);UEMA;Cidade Universitária, Paulo VI, UEMA, Tirirical. - S/N - CEP: 65055-970 - Tirirical;São Luís;MA;Universidade;EAD - Superior / Presencial - Superior /;Publica;;4;3;;Ativa
448;CENTRO UNIVERSITÁRIO RITTER DOS REIS;Ânima;RS;313;SOCIEDADE DE EDUCACAO RITTER DOS REIS LTDA.;87.248.522/0001-95;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO RITTER DOS REIS (UNIRITTER);UNIRITTER;Avenida Manoel Elias - 2001 - CEP: 91240-261 - Passo das Pedras;Porto Alegre;RS;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
1810;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO;Independentes;SP;14163;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO;10.882.594/0001-65;Pessoa Jurídica de Direito Público - Federal;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO (IFSP);IFSP;Rua Pedro Vicente - 625 - CEP: 01109-010 - Canindé;São Paulo;SP;Instituto Federal de Educação, Ciência e Tecnologia;EAD - Superior / Presencial - Superior /;Publica;4;4;4;;Ativa
1487;CENTRO UNIVERSITÁRIO UNIDOM - BOSCO;Independentes;PR;985;DOM BOSCO ENSINO SUPERIOR LTDA.;02.797.469/0001-29;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;CENTRO UNIVERSITÁRIO UNIDOM - BOSCO (UNIDOM - BOSCO);UNIDOM - BOSCO;Avenida Presidente Wenceslau Braz - 1172 - CEP: 81010-000 - Lindóia;Curitiba;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
420;UNIVERSIDADE DE MARÍLIA;Independentes;SP;292;ASSOCIACAO DE ENSINO DE MARILIA LTDA;44.474.898/0001-05;Privada com fins lucrativos;UNIVERSIDADE DE MARÍLIA (UNIMAR);UNIMAR;Avenida Higyno Muzzi Filho - 1.001 - CEP: 17525-902 - Campus Universitario;Marília;SP;Universidade;EAD - Superior / Presencial - Superior /;Privada;5;4;4;;Ativa
1775;Centro Universitário Favip Wyden;YDUQS;PE;1179;SOCIEDADE DE EDUCACAO DO VALE DO IPOJUCA LTDA;02.738.361/0001-65;Privada com fins lucrativos;Centro Universitário Favip Wyden (UniFavip Wyden);UniFavip Wyden;Avenida Adjar da Silva Casé - 800 - CEP: 55024-740 - Indianópolis;Caruaru;PE;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
582;UNIVERSIDADE FEDERAL DE SANTA MARIA;Independentes;RS;14678;UNIVERSIDADE FEDERAL DE SANTA MARIA;95.591.764/0001-05;Pessoa Jurídica de Direito Público - Federal;UNIVERSIDADE FEDERAL DE SANTA MARIA (UFSM);UFSM;Cidade Universitária Prof. José Mariano da Rocha Filho, Avenida Roraima - 1000 - CEP: 97105-900 - Camobi;Santa Maria;RS;Universidade;EAD - Superior / Presencial - Superior /;Publica;5;;5;;Ativa
1060;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;Independentes;DF;740;CESB - CENTRO DE EDUCACAO SUPERIOR DE BRASILIA LTDA;00.422.333/0001-09;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB (IESB);IESB;SGAS Quadra 613/614 - Av. L2 Sul - S/N - CEP: 70200-730 - Asa Sul;Brasília;DF;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;Unicap;RS;14;ASSOCIACAO ANTONIO VIEIRA;92.959.006/0001-09;Privada sem fins lucrativos;UNIVERSIDADE DO VALE DO RIO DOS SINOS (UNISINOS);UNISINOS;Avenida Unisinos - 950 - CEP: 93022-750 - Cristo Rei;São Leopoldo;RS;Universidade;EAD - Superior / Presencial - Superior /;Privada;5;5;4;;Ativa
1807;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;Independentes;CE;13984;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA;10.744.098/0001-45;Pessoa Jurídica de Direito Público - Federal;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ (IFCE);IFCE;Rua Jorge Dumar - 1703 - CEP: 60410-426 - Jardim América;Fortaleza;CE;Instituto Federal de Educação, Ciência e Tecnologia;EAD - Superior / Presencial - Superior /;Publica;5;4;3;;Ativa
1853;Centro Universitário UNIBTA;Independentes;SP;18055;OYA EDUCACIONAL LTDA;39.841.995/0001-59;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO UniBTA IM (UniBTA IM);UniBTA IM;Rua da Consolação - 847 - CEP: 01301-000 - Consolação;São Paulo;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;4;3;;Ativa
550;UNIVERSIDADE ESTADUAL DA PARAÍBA;Independentes;PB;382;UNIVERSIDADE ESTADUAL DA PARAIBA;12.671.814/0001-37;Pessoa Jurídica de Direito Público - Estadual;UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB);UEPB;Avenida das Baraúnas - 351 - CEP: 58109-763 - Bodocongó;Campina Grande;PB;Universidade;EAD - Superior / Presencial - Superior /;Publica;;3;3;;Ativa
29;UNIVERSIDADE ESTADUAL DO CEARÁ;Independentes;CE;29;FUNDACAO UNIVERSIDADE ESTADUAL DO CEARA FUNECE;07.885.809/0001-97;Pessoa Jurídica de Direito Público - Estadual;UNIVERSIDADE ESTADUAL DO CEARÁ (UECE);UECE;Av. Dr. Silas Munguba - 1700 - CEP: 60740-000 - Serrinha;Fortaleza;CE;Universidade;EAD - Superior / Presencial - Superior /;Publica;;4;4;;Ativa
518;CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL;Cruzeiro do Sul;DF;359;CENTRO DE ENSINO UNIFICADO DO DISTRITO FEDERAL LTDA;00.078.220/0001-38;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL (UDF);UDF;SEP - SUL EQ 704 / 904 Conjunto A - S/N - CEP: 70390-045 - Asa Sul;Brasília;DF;Centro Universitário;Presencial - Superior;Privada;5;;3;;Ativa
398;UNIVERSIDADE TIRADENTES;Tiradentes;SE;274;SOCIEDADE DE EDUCACAO TIRADENTES S.A;13.013.263/0001-87;Privada com fins lucrativos;UNIVERSIDADE TIRADENTES (UNIT);UNIT;Avenida Murilo Dantas - 300 - CEP: 49032-490 - Farolândia;Aracaju;SE;Universidade;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;Cogna;SP;16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO (Anhanguera SP);Anhanguera SP;Avenida Raimundo Pereira de Magalhães - 3305 - CEP: 02938-000 - Pirituba;São Paulo;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;5;3;Unificação de Mantidas;Ativa
584;UNIVERSIDADE FEDERAL DE GOIÁS;Independentes;GO;14856;UNIVERSIDADE FEDERAL DE GOIAS;01.567.601/0001-43;Pessoa Jurídica de Direito Público - Federal;UNIVERSIDADE FEDERAL DE GOIÁS (UFG);UFG;RODOVIA GOIÂNIA NERÓPOLIS - KM 12 - CEP: 74001-970 - Campus Samambaia;Goiânia;GO;Universidade;EAD - Superior / Presencial - Superior /;Publica;4;;5;;Ativa
1153;UNIVERSIDADE CÂNDIDO MENDES;Independentes;RJ;134;ASSOCIACAO SOCIEDADE BRASILEIRA DE INSTRUCAO - EM RECUPERACAO JUDICIAL;33.646.001/0001-67;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;UNIVERSIDADE CÂNDIDO MENDES (UCAM);UCAM;Rua da Assembléia - 10 - CEP: 20011-901 - Centro;Rio de Janeiro;RJ;Universidade;EAD - Superior / Presencial - Superior /;Privada;4;4;3;;Ativa
40;UNIVERSIDADE DO ESTADO DA BAHIA;Independentes;BA;36;UNIVERSIDADE DO ESTADO DA BAHIA;14.485.841/0001-40;Pessoa Jurídica de Direito Público - Estadual;UNIVERSIDADE DO ESTADO DA BAHIA (UNEB);UNEB;AC Santo Antônio de Jesus - 0 - CEP: 44571-970 - Centro;;;Universidade;EAD - Superior / Presencial - Superior /;Publica;;;4;;Ativa
330;UNIVERSIDADE IGUAÇU;Independentes;RJ;230;ASSOCIACAO DE ENSINO SUPERIOR DE NOVA IGUACU;30.834.196/0001-80;Privada sem fins lucrativos;UNIVERSIDADE IGUAÇU (UNIG);UNIG;Avenida Abílio Augusto Távora - 2134 - CEP: 26275-580 - Jardim Nova Era;Nova Iguaçu;RJ;Universidade;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
663;UNIVERSIDADE SALGADO DE OLIVEIRA;Universo;RJ;435;ASSOCIACAO SALGADO DE OLIVEIRA DE EDUCACAO E CULTURA;28.638.393/0001-82;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;UNIVERSIDADE SALGADO DE OLIVEIRA (UNIVERSO);UNIVERSO;Rua Lambari - 10 - CEP: 24456-570 - Trindade;São Gonçalo;RJ;Universidade;EAD - Superior / Presencial - Superior /;Privada;3;4;3;;Ativa
1660;CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA;YDUQS;DF;1086;INSTITUTO DE ENSINO SUPERIOR SOCIAL E TECNOLOGICO LTDA;03.316.456/0001-53;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA (ESTÁCIO BRASÍLIA);ESTÁCIO BRASÍLIA;CSG 09 - Lotes 15/16 - CEP: 72035-509 - Taguatinga;Brasília;DF;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;4;3;;Ativa
1185;CENTRO UNIVERSITÁRIO JORGE AMADO;Independentes;BA;805;ASBEC-SOCIEDADE BAIANA DE EDUCACAO E CULTURA LTDA;01.120.386/0001-38;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO JORGE AMADO (UNIJORGE);UNIJORGE;Avenida Luis Vianna Filho - 6775 - CEP: 41820-725 - Paralela;Salvador;BA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;4;;Ativa
527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;Independentes;GO;366;SOCIEDADE GOIANA DE CULTURA;01.587.609/0001-71;Privada sem fins lucrativos;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS (PUC GOIÁS);PUC GOIÁS;AVENIDA UNIVERSITÁRIA - 1440 - CEP: 74605-010 - SETOR UNIVERSITÁRIO;Goiânia;GO;Universidade;EAD - Superior / Presencial - Superior /;Privada;5;5;3;Em supervisão - Procedimento Sancionador;Ativa
494;UNIVERSIDADE DO SUL DE SANTA CATARINA;Ânima;SC;340;FUNDACAO UNIVERSIDADE DO SUL DE SANTA CATARINA-UNISUL;86.445.293/0001-36;Privada sem fins lucrativos;UNIVERSIDADE DO SUL DE SANTA CATARINA (UNISUL);UNISUL;Av. José Acácio Moreira, 787, Dehon. - 787 - CEP: 88704-900 - Dehon;Tubarão;SC;Universidade;EAD - Superior / Presencial - Superior /;Privada;5;5;3;Adesão ao PROIES;Ativa
1422;CENTRO UNIVERSITÁRIO DO NORTE;Ser Educacional;AM;2405;CENESUP - CENTRO NACIONAL DE ENSINO SUPERIOR LTDA;05.474.470/0001-00;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO DO NORTE (UNINORTE);UNINORTE;Av. Getúlio Vargas - 604 - CEP: 69020-010 - centro;Manaus;AM;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;4;3;Unificação de Mantidas;Ativa
38;UNIVERSIDADE DO ESTADO DO PARÁ;Independentes;PA;34;UNIVERSIDADE DO ESTADO DO PARA UEP;34.860.833/0001-44;Pessoa Jurídica de Direito Público - Estadual;UNIVERSIDADE DO ESTADO DO PARÁ (UEPA);UEPA;Travessa Djalma Dutra - S/N - CEP: 66113-010 - Telégrafo Sem Fio;Belém;PA;Universidade;EAD - Superior / Presencial - Superior /;Publica;;3;;;Ativa
4702;CENTRO UNIVERSITÁRIO BRASILEIRO;Independentes;PE;2996;IBGM - INSTITUTO BRASILEIRO DE GESTAO & MARKETING LTDA - EPP;07.397.220/0001-40;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO BRASILEIRO (UNIBRA);UNIBRA;R Rua Joaquim Felipe - 250 - CEP: 50050-365 - Boa Vista;Recife;PE;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;4;;Ativa
206;Centro Universitário Católico Ítalo Brasileiro;Independentes;SP;145;INSTITUICAO EDUCACIONAL PROFESSOR PASQUALE CASCINO;43.371.723/0001-00;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;Centro Universitário Católico Ítalo Brasileiro (UNIÍTALO);UNIÍTALO;Avenida João Dias - 2046 - CEP: 04724-003 - Santo Amaro;São Paulo;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;4;3;;Ativa
352;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA;Cruzeiro do Sul;PB;245;IPE EDUCACIONAL LTDA;08.679.557/0001-02;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ);UNIPÊ;Rodovia BR-230 - 1957 - CEP: 58053-002 - Água Fria;João Pessoa;PB;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;Independentes;AM;2015;UNIVERSIDADE DO ESTADO DO AMAZONAS;04.280.196/0001-76;Pessoa Jurídica de Direito Público - Estadual;UNIVERSIDADE DO ESTADO DO AMAZONAS (UEA);UEA;Avenida Djalma Batista - 2490 - CEP: 69005-010 - Flores;Manaus;AM;Universidade;EAD - Superior / Presencial - Superior /;Publica;;3;4;;Ativa
4925;FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC;Independentes;SP;12529;FUNDACAO UNIVERSIDADE FEDERAL DO ABC - UFABC;07.722.779/0001-06;Pessoa Jurídica de Direito Público - Federal;FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC (UFABC);UFABC;Avenida dos Estados - 5001 - CEP: 09280-560 - Bangú;Santo André;SP;Universidade;EAD - Superior / Presencial - Superior /;Publica;5;5;5;;Ativa
