co_ies;ies_censo;grupo;uf_censo;co_mantenedora;mantenedora;cnpj;natureza_juridica;ies_emec;sigla;endereco_sede;municipio;uf;organizacao;credenciamento;categoria;ci;ci_ead;igc;sinalizacoes;situacao
14243;Faculdade Presidente Antônio Carlos de Itabirito;Independentes;MG;221;FUNDACAO PRESIDENTE ANTONIO CARLOS;17.080.078/0001-66;Privada sem fins lucrativos;Faculdade Presidente Antônio Carlos de Itabirito;-;Rua Cecilia de Almeida Rocha - 291 - CEP: 35450-000 - Novo Itabirito;Itabirito;MG;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
19320;Escola de Políticas Públicas e Governo da Fundação Getulio Vargas;Independentes;DF;110;FUNDACAO GETULIO VARGAS;33.641.663/0001-44;Privada sem fins lucrativos;Escola de Políticas Públicas, Governo e Empresas da Fundação Getulio Vargas (FGV EPPG);FGV EPPG;Quadra SGAN 602 - 602 - CEP: 70830-020 - Asa Norte;Brasília;DF;Faculdade;EAD - Superior / Presencial - Superior /;Privada;5;5;;;Ativa
21900;Faculdade Anhanguera de Catanduva;Cogna;SP;14514;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;38.733.648/0001-40;Privada com fins lucrativos;Faculdade Anhanguera de Catanduva (FAC);FAC;Rua Belém - 892 - CEP: 15801-240 - Centro;Catanduva;SP;Faculdade;Presencial - Superior;Privada;4;;;Unificação de Mantidas;Ativa
22872;Faculdade UNIABA;Independentes;DF;16978;ISI - CURSOS SUPLETIVOS E PROFISSIONALIZANTES LTDA - ME;01.376.511/0001-75;Privada com fins lucrativos;Faculdade UNIABA (FAC UNIABA);FAC UNIABA;Rua Jerivá - 4 - CEP: 71928-360 - Sul (Águas Claras);Brasília;DF;Faculdade;EAD - Superior / Presencial - Superior;Privada;3;4;;;Ativa
23201;Instituto de Educação Superior UNISUL de Itajaí;Ânima;SC;14298;IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A;08.446.503/0001-05;Privada com fins lucrativos;Instituto de Educação Superior UNISUL de Itajaí;-;Rua Brusque - 162 - CEP: 88303-000 - Centro;Itajaí;SC;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
2702;FACULDADE DE CIÊNCIAS JURÍDICAS DE PARAÍSO DO TOCANTINS;Independentes;TO;1546;UNEST - UNIAO EDUCACIONAL DE ENSINO SUPERIOR DO MEDIO TOCANTINS LTDA - ME;04.952.766/0001-27;Privada com fins lucrativos;FACULDADE DE CIÊNCIAS JURÍDICAS DE PARAÍSO DO TOCANTINS (FCJP);FCJP;Av. Transbrasiliana - 2625 - CEP: 77600-000 - Vila Milena;Paraíso do Tocantins;TO;Faculdade;Presencial - Superior;Privada;4;;3;Suspensão contrato FIES, Suspensão PRONATEC, Suspensão PROUNI;Ativa
24966;Faculdade Uniavan Rio do Sul;Independentes;SC;1303;SOCIEDADE AVANTIS DE ENSINO E ESCOLA DE AVIACAO CIVIL S.A.;04.204.407/0001-91;Privada com fins lucrativos;Faculdade Uniavan Rio do Sul (Uniavan);Uniavan;Rua Prefeito Wenceslau Borini - 2615 - CEP: 89163-026 - Canta Galo;Rio do Sul;SC;Faculdade;Presencial - Superior;Privada;5;;;;Ativa
1059;Faculdade Multiversa de Fortaleza;Independentes;CE;18550;SOCIEDADE EDUCACIONAL ROSA DOS VENTOS LTDA;48.844.055/0001-04;Privada com fins lucrativos;Faculdade Multiversa de Fortaleza (Multiversa);Multiversa;Avenida Imperador - 1360 - CEP: 60015-052 - Farias Brito;Fortaleza;CE;Faculdade;Presencial - Superior;Privada;4;3;3;Unificação de Mantidas;Ativa
18372;Faculdade Unibras - Prudente;Independentes;SP;15861;UNIAO CATALANA DA GESTAO DO CONHECIMENTO LTDA;10.750.756/0001-01;Privada com fins lucrativos;Faculdade Unibras - Prudente (FACBRAS);FACBRAS;Avenida Presidente Juscelino Kubitschek - 7711 - CEP: 19033-390 - Jardim Guanabara;Presidente Prudente;SP;Faculdade;Presencial - Superior;Privada;2;4;;;Ativa
19586;FACULDADE UNITÀ;Independentes;SP;15895;FACULDADE UNITA LTDA;04.187.523/0001-40;Privada com fins lucrativos;FACULDADE UNITÀ (UNITÀ);UNITÀ;Rua Capitão Francisco de Paula - 333 - CEP: 13024-450 - Cambuí;Campinas;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;5;3;;Ativa
24208;FACULDADE DOCTUM DE ALMENARA;Independentes;MG;218;INSTITUTO ENSINAR BRASIL;19.322.494/0001-59;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE DOCTUM DE ALMENARA (DOCTUM);DOCTUM;Rua Aleixo Paraguassu - 93 - CEP: 39900-000 - Centro;Almenara;MG;Faculdade;Presencial - Superior;Privada;4;;;;Ativa
749;CENTRO DE ENSINO SUPERIOR DO VALE DO PARNAÍBA;Independentes;PI;505;ASSOCIACAO PIAUIENSE DE EDUCACAO E CULTURA LTDA - APEC;05.804.208/0001-87;Privada com fins lucrativos;CENTRO DE ENSINO SUPERIOR DO VALE DO PARNAÍBA (CESVALE);CESVALE;Avenida Ininga - 1201 - CEP: 64048-971 - Jockey Club;Teresina;PI;Faculdade;Presencial - Superior;Privada;4;;4;;Ativa
1621;FACULDADE NETWORK;Independentes;SP;1067;COLEGIO NET WORK S/S LTDA;54.692.710/0001-59;Privada com fins lucrativos;FACULDADE NETWORK (NWK);NWK;Avenida Ampélio Gazzetta - 2445 - CEP: 13460-000 - Lopes Iglesias;Nova Odessa;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;3;3;;Ativa
18692;Faculdade ALFAUNIPAC de Guanhães;Independentes;MG;2371;INSTITUTO EDUCACIONAL ALFAUNIPAC S.A.;05.598.350/0001-15;Privada com fins lucrativos;Faculdade ALFAUNIPAC de Guanhães;-;Rua Wantuil Caldeira - 544 - CEP: 39740-000 - Expansão;Guanhães;MG;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;;;Ativa
21821;Faculdade de Tecnologia Senac Maringá;Independentes;PR;15974;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL;03.541.088/0001-47;Privada sem fins lucrativos;Faculdade de Tecnologia Senac Maringá;-;Avenida Colombo - 6225 - CEP: 87020-000 - Jardim Universitário;Maringá;PR;Faculdade;Presencial - Superior;Privada;4;;4;;Ativa
23163;Faculdade de Educação Superior de Divinópolis;Ânima;MG;1117;FACEB EDUCACAO LTDA;03.099.921/0001-41;Privada com fins lucrativos;Faculdade de Educação Superior de Divinópolis;-;Rua Coronel João Notini - 151 - CEP: 35500-017 - Centro;Divinópolis;MG;Faculdade;Presencial - Superior;Privada;4;;4;Unificação de Mantidas;Ativa
2343;Centro Univeritário UniVOLTAIRE;Independentes;AC;17040;CENTRO INTEGRADO DE EDUCACAO LTDA - ME;27.069.309/0001-94;Privada com fins lucrativos;Centro Universitário UNICORP-FAAO (UNICORP-FAAO);UNICORP-FAAO;Estrada Dias Martins - 894 - CEP: 69919-600 - Jardim Primavera;Rio Branco;AC;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;5;3;;Ativa
14401;FACULDADE DE TECNOLOGIA PORTO DAS MONÇÕES;Independentes;SP;10017;INSTITUTO DE ENSINO SUPERIOR MOINHO VELHO LTDA - ME;07.728.079/0001-10;Privada com fins lucrativos;FACULDADE DE TECNOLOGIA PORTO DAS MONÇÕES (FAMO);FAMO;Av. Monsenhor Seckler, - s/n - CEP: 18540-000 - Vila América;Porto Feliz;SP;Faculdade;Presencial - Superior;Privada;3;;2;;Ativa
17438;Faculdade Católica Cavanis do Sudoeste do Pará;Independentes;PA;15505;SOCIEDADE EDUCACIONAL CATOLICA DO OESTE DO PARA;08.799.102/0001-20;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;Faculdade Católica Cavanis do Sudoeste do Pará (FCCSPA);FCCSPA;Rua Boa Vista, esquina com a rua Edelberto Henrique Oderdenge - S/n - CEP: 68193-000 - Jardim Santarem;Novo Progresso;PA;Faculdade;Presencial - Superior;Privada;4;;2;;Ativa
18288;Faculdade Latino-americana;Independentes;SP;15953;JOVENS DA VERDADE ASSOCIACAO CIVIL;53.083.077/0001-39;Privada sem fins lucrativos;Faculdade Latino-americana (FLAM);FLAM;Estrada dos Fernandes - 2680 - CEP: 07404-165 - Mirante do Arujá;Arujá;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;3;3;4;;Ativa
18520;Faculdade ALFAUNIPAC de Araçuaí;Independentes;MG;2371;INSTITUTO EDUCACIONAL ALFAUNIPAC S.A.;05.598.350/0001-15;Privada com fins lucrativos;Faculdade ALFAUNIPAC de Araçuaí;-;Rua Monsenhor Clovis da Fonseca - 30 - CEP: 39600-000 - Renascença;Araçuaí;MG;Faculdade;Presencial - Superior;Privada;4;;;;Ativa
21408;FACULDADE INTEGRADA DE PALMEIRAS DE GOIÁS;Independentes;GO;16559;CENTRO EDUCACIONAL DE PALMEIRAS DE GOIAS LTDA;20.025.972/0001-48;Privada com fins lucrativos;FACULDADE INTEGRADA DE PALMEIRAS DE GOIÁS (FAI);FAI;Rua 7 de Setembro - s/n - CEP: 76190-000 - Vila Aurora;Palmeiras de Goiás;GO;Faculdade;Presencial - Superior;Privada;3;4;;;Ativa
21445;Faculdade Regional do Centro Sul de Sergipe;Independentes;SE;16501;SOCIEDADE DE EDUCACAO SUPERIOR DO CENTRO SUL DE SERGIPE LTDA;22.476.660/0001-86;Privada com fins lucrativos;Faculdade Regional do Centro Sul de Sergipe (FARSUL);FARSUL;Rua Marizete Barreto - 26 - CEP: 49260-000 - Centro;Umbaúba;SE;Faculdade;Presencial - Superior;Privada;2;;;;Ativa
23095;Instituto SOCIESC de Jaraguá do Sul;Ânima;SC;14298;IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A;08.446.503/0001-05;Privada com fins lucrativos;Instituto SOCIESC de Jaraguá do Sul (SOCIESC);SOCIESC;Avenida Getúlio Vargas - 268 - CEP: 89251-000 - Centro;Jaraguá do Sul;SC;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
25148;Escola Superior de Educação e Negócios;Independentes;SP;15215;ASSOCIACAO EDUCACIONAL LATINO AMERICANA;12.295.018/0001-47;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE BRIDGE - THE WORLD SCHOOL (BRIDGE);BRIDGE;Rua Pernambuco - 1025 - CEP: 17515-120 - Banzato;Marília;SP;Faculdade;EAD - Superior /;Privada;;4;;;Ativa
25458;FACULDADE IEPG;Independentes;GO;17884;IEPG GRADUACAO E POS GRADUACAO LTDA;29.458.434/0001-11;Privada com fins lucrativos;FACULDADE IEPG (IEPG);IEPG;Avenida T 63 - 1351 - CEP: 74280-235 - Setor Nova Suiça;Goiânia;GO;Faculdade;Presencial - Superior;Privada;4;;;;Ativa
362;Faculdade Primum;Independentes;SP;16136;PRIMUM ENSINO SUPERIOR EM CIENCIAS HUMANAS E DA SAUDE S.A;18.634.348/0001-04;Privada com fins lucrativos;Faculdade Primum (Primum);Primum;Rua Lopes Chaves - 273 - CEP: 01154-010 - Barra Funda;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;4;;Ativa
5600;FACULDADES INTEGRADAS SÃO JUDAS TADEU;Independentes;RS;19623;CENTRO DE ESTUDOS DE ENSINO SUPERIOR E AD LTDA;12.702.351/0001-23;Privada com fins lucrativos;Faculdade Metropolitana São Judas Tadeu (FAMESJT);FAMESJT;Rua Dom Diogo de Souza - 100 - CEP: 91350-000 - Cristo Redentor;Porto Alegre;RS;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;3;3;Adesão ao PROIES;Ativa
25634;FACULDADE ATENAS CENTRO DE MATO GROSSO;Independentes;MT;1675;CENTRO EDUCACIONAL HYARTE-ML LTDA;01.428.030/0001-66;Privada com fins lucrativos;FACULDADE ATENAS CENTRO DE MATO GROSSO;-;R. ESTRADA VICINAL - 1199 - CEP: 78890-000 - ÁREA DE EXPANSÃO URBANA;Sorriso;MT;Faculdade;Presencial - Superior;Privada;5;;;;Ativa
26629;FACULDADE VALE DO PAJEU JOÃO ALFREDO;Independentes;PE;16816;FACULDADE VALE DO PAJEU LTDA - EPP;26.817.470/0001-36;Privada com fins lucrativos;FACULDADE VALE DO PAJEU JOÃO ALFREDO (FVP);FVP;Rua Carlos Fernandes de Oliveira - S/N - CEP: 55720-000 - SÃO JOSÉ;João Alfredo;PE;Faculdade;Presencial - Superior;Privada;4;;;;Ativa
27029;Faculdade São Leopoldo Mandic de Limeira;Independentes;SP;1547;SOCIEDADE REGIONAL DE ENSINO E SAUDE LTDA;04.600.555/0001-25;Privada com fins lucrativos;Faculdade São Leopoldo Mandic de Limeira (SLM Limeira);SLM Limeira;Rodovia Deputado Laércio Corte - 3000 - CEP: 13482-890 - Graminha;Limeira;SP;Faculdade;Presencial - Superior;Privada;5;;;;Ativa
704;FACULDADE DE CIÊNCIAS AGRÁRIAS DE ARARIPINA;Independentes;PE;468;AUTARQUIA EDUCACIONAL DO ARARIPE;11.469.541/0001-80;Pessoa Jurídica de Direito Público - Municipal;FACULDADE DE CIÊNCIAS AGRÁRIAS DE ARARIPINA (FACIAGRA);FACIAGRA;Avenida Florentino Alves Batista - S/N - CEP: 56280-000 - CENTRO;Araripina;PE;Faculdade;Presencial - Superior;Publica;;;3;;Ativa
1866;Faculdade de Ciências Educacionais e Empresariais de Natal;Independentes;RN;19664;SISTEMA EMPRESARIAL DE ENSINO DO RIO GRANDE DO NORTE LTDA;53.874.398/0001-51;Privada com fins lucrativos;Faculdade de Ciências Educacionais e Empresariais de Natal (FACEN);FACEN;Rua Cidade do Sol - 2183 - CEP: 59067-720 - Pitimbu;Natal;RN;Faculdade;Presencial - Superior;Privada;2;;2;;Ativa
23842;FACULDADE SENAC CEARA;Independentes;CE;17301;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC;03.648.344/0001-08;Privada sem fins lucrativos;FACULDADE SENAC CEARA (SENACCE);SENACCE;Avenida Desembargador Moreira - 1301 - CEP: 60170-001 - Aldeota;Fortaleza;CE;Faculdade;Presencial - Superior;Privada;5;;;;Ativa
24190;Faculdade Barros Melo Recife;Independentes;PE;276;AESO-ENSINO SUPERIOR DE OLINDA LTDA;09.726.365/0001-72;Privada com fins lucrativos;Faculdade Barros Melo Recife (UNIAESO);UNIAESO;Rua do Bom Jesus - 137 - CEP: 50030-170 - Recife;Recife;PE;Faculdade;Presencial - Superior;Privada;5;;;;Ativa
2145;FACULDADE PROMOVE DE TECNOLOGIA;Independentes;MG;17160;SOCIEDADE EDUCACIONAL DE MINAS GERAIS LTDA;21.351.598/0001-33;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO PROMOVE (UNIPROMOVE);UNIPROMOVE;Rua dos Timbiras - 1.532 - CEP: 30140-061 - Lourdes;Belo Horizonte;MG;Centro Universitário;Presencial - Superior;Privada;5;;4;;Ativa
2174;FACULDADE DE SANTA CATARINA;Independentes;SC;847;AESGF ENSINO SUPERIOR DA GRANDE FLORIANOPOLIS LTDA;00.118.723/0001-90;Privada com fins lucrativos;FACULDADE DE SANTA CATARINA (FASC);FASC;Rua Célio Veiga - 220 - CEP: 88111-320 - Jardim Cidade de Florianópolis;São José;SC;Faculdade;Presencial - Superior;Privada;3;;2;;Ativa
13796;FACULDADE DE PORTO FELIZ;Independentes;SP;10017;INSTITUTO DE ENSINO SUPERIOR MOINHO VELHO LTDA - ME;07.728.079/0001-10;Privada com fins lucrativos;FACULDADE DE PORTO FELIZ;-;Praça Dr. José Sacramento e Silva - 13 - CEP: 18500-00 - Centro;Porto Feliz;SP;Faculdade;Presencial - Superior;Privada;3;;3;;Ativa
19909;Faculdade ICTQ/PGE;Independentes;GO;16329;INSTITUTO DE CIENCIA TECNOLOGIA E QUALIDADE INDUSTRIAL LTDA - ME;10.564.067/0001-02;Privada com fins lucrativos;Faculdade ICTQ/PGE (ICTQ/PGE);ICTQ/PGE;Rua Benjamin Constant - 1491 - CEP: 75024-020 - Setor Central;Anápolis;GO;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;;;Ativa
1497;FACULDADE DE ADMINISTRAÇÃO DE SANTA CRUZ DO RIO PARDO;Independentes;SP;406;ORGANIZACAO APARECIDO PIMENTEL DE EDUCACAO E CULTURA - OAPEC;56.816.648/0001-95;Privada sem fins lucrativos;FACULDADE DE ADMINISTRAÇÃO DE SANTA CRUZ DO RIO PARDO (FASC);FASC;Praça Dr. Pedro César Sampaio - 31 - CEP: 18900-000 - Centro;Santa Cruz do Rio Pardo;SP;Faculdade;Presencial - Superior;Privada;4;;2;;Ativa
22161;Faculdade de Ciências Jurídicas de Itumbiara;Cogna;GO;3167;ORME SERVICOS EDUCACIONAIS LTDA;05.478.567/0001-91;Privada com fins lucrativos;Faculdade de Ciências Jurídicas de Itumbiara;-;Rua Leopoldo de Bulhões - 850 - CEP: 75530-260 - Setor Santos Dumont;Itumbiara;GO;Faculdade;Presencial - Superior;Privada;4;;;;Ativa
25348;FACULDADE CRISTÃ DE EDUCAÇÃO SUPERIOR;Independentes;RJ;17839;INSTITUTO COOPERAR DE ESTUDOS, PROJETOS E PESQUISAS EM SEGURANCA, SAUDE, DIGNIDADE, CIDADANIA E EMPREGO;06.179.103/0001-47;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE CRISTÃ DE EDUCAÇÃO SUPERIOR (FACES);FACES;Avenida Vinte e Dois de Maio - 5300 - CEP: 24800-065 - Centro;Itaboraí;RJ;Faculdade;Presencial - Superior;Privada;4;;;;Ativa
269;FACULDADE FACCAT;Independentes;SP;192;ORGANIZACAO EDUCACIONAL ARTUR FERNANDES LTDA;72.557.705/0001-15;Privada com fins lucrativos;FACULDADE FACCAT (FACCAT);FACCAT;Rua Cherentes - 36 - CEP: 17600-090 - Centro;Tupã;SP;Faculdade;Presencial - Superior;Privada;4;;2;;Ativa
2332;Faculdade Ibero Americana de São Paulo;Independentes;SP;18041;FACULDADE UNICEN LTDA;37.720.137/0001-20;Privada com fins lucrativos;Faculdade Ibero Americana de São Paulo (FIASP);FIASP;Rua Joaquim Franco da Silva, - 140 - CEP: 18800-000 - Distrito Industrial;Piraju;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;3;4;3;Em supervisão - Procedimento Sancionador;Ativa
16918;FACULDADE CATÓLICA DE FEIRA DE SANTANA;Independentes;BA;15569;ARQUIDIOCESE DE FEIRA DE SANTANA;16.260.762/0001-67;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE CATÓLICA DE FEIRA DE SANTANA;-;Avenida Dom Jackson Berenguer Prado - S/N - CEP: 44059-850 - Papagaio;Feira de Santana;BA;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
20975;FACULDADE NOVO HORIZONTE;Independentes;PE;16517;INESP- INSTITUTO NACIONAL DE ENSINO, SOCIEDADE E PESQUISA;22.664.347/0001-71;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE CONECTAR (FCN);FCN;Rua Eurico Valois - 61 A - CEP: 55604-013 - Centro;Vitória de Santo Antão;PE;Faculdade;Presencial - Superior;Privada;3;;;;Ativa
22257;Faculdade de Direito AVANTIS de Itapema;Independentes;SC;1303;SOCIEDADE AVANTIS DE ENSINO E ESCOLA DE AVIACAO CIVIL S.A.;04.204.407/0001-91;Privada com fins lucrativos;Faculdade de Direito Uniavan de Itapema;-;RUA 460A - 2172 - CEP: 88220-000 - LEOPOLDO ZARLING;Itapema;SC;Faculdade;Presencial - Superior;Privada;4;;;;Ativa
23713;Faculdade de Educação Tecnológica Barra Mansa;Independentes;RJ;904;FUNDACAO DE APOIO A ESCOLA TECNICA DO EST.RIO DE JANEIRO;31.608.763/0001-43;Pessoa Jurídica de Direito Público - Estadual;Faculdade de Educação Tecnológica Barra Mansa (FAETERJ B.MANSA);FAETERJ B.MANSA;Via Sérgio Braga - s/n - CEP: 27330-051 - Barbara;Barra Mansa;RJ;Faculdade;Presencial - Superior;Publica;;;;;Ativa
220;FACULDADE SÃO JUDAS TADEU;Independentes;RJ;158;ASSOCIACAO DE ENSINO SUPERIOR SAO JUDAS TADEU;42.317.149/0001-49;Privada sem fins lucrativos;FACULDADE SÃO JUDAS TADEU (FSJT);FSJT;Rua Clarimundo de Melo - 79 - CEP: 20740-321 - Encantado;Rio de Janeiro;RJ;Faculdade;EAD - Superior / EAD - Lato-sensu / Presencial - Superior /;Privada;3;4;3;;Ativa
21416;Centro de Instrução de Aviação do Exército;Independentes;SP;409;COMANDO DO EXERCITO;00.394.452/0001-03;Pessoa Jurídica de Direito Público - Federal;Centro de Instrução de Aviação do Exército (CIAvEx);CIAvEx;Complexo de Aviação do Exército - CAVEX - 2.135 - CEP: 12086-900 - Granjas Rurais Reunidas São Judas Tadeu;Taubaté;SP;Faculdade;Presencial - Superior;Publica;;;;;Ativa
2442;FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO;Independentes;ES;829;ASS. DE ENSINO INTEGRADO E ORGANIZADO UNIVERSITARIO;39.780.473/0001-94;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO (PIO XII - BIO);PIO XII - BIO;Rua Bolívar de Abreu - 48 - CEP: 29146-330 - Campo Grande;Cariacica;ES;Faculdade;Presencial - Superior;Privada;3;;3;;Ativa
12601;FACULDADE BRASILEIRA DE ESTUDOS AVANÇADOS;Independentes;MA;18488;SILVINO EDUCACAO BASICA LTDA;47.564.820/0001-70;Privada com fins lucrativos;FACULDADE BRASILEIRA DE ESTUDOS AVANÇADOS (FABEA);FABEA;Avenida São Luís Rei de França - 1F e 1G - CEP: 65065-470 - Turu;São Luís;MA;Faculdade;Presencial - Superior;Privada;2;;4;;Ativa
17200;Faculdade Brasileira de Tributação;Independentes;RS;20002;INSTITUTO DE ESTUDOS E PESQUISAS ESTRATEGICAS (IEPE);03.542.056/0001-66;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;Faculdade Brasileira de Tributação (FBT);FBT;Rua Mostardeiro - 392 - CEP: 90430-000 - Moinho dos Ventos;Porto Alegre;RS;Faculdade;EAD - Superior /;Privada;3;4;4;;Ativa
17777;FACULDADE SENAC CONCÓRDIA;Independentes;SC;2084;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC;03.603.739/0001-86;Privada sem fins lucrativos;FACULDADE SENAC CONCÓRDIA;-;R Rua João Zanardi - 330 - CEP: 89700-396 - Nossa Senhora da Salete;Concórdia;SC;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
24703;Faculdade Educabrasil Noel de Mello;Independentes;RJ;17500;S. O. S. DAS COMUNIDADES DE ITAGUAI;07.674.236/0001-52;Privada sem fins lucrativos;Faculdade Educabrasil Noel de Mello;-;Rua Raul Rangel - 135 - CEP: 23810-750 - Centro;Itaguaí;RJ;Faculdade;Presencial - Superior;Privada;3;;;;Ativa
12268;FACULDADE DE TECNOLOGIA DE CRUZEIRO DO OESTE;Independentes;PR;3389;ORGANIZACAO EDUCACIONAL DE CRUZEIRO DO OESTE LTDA;09.004.386/0001-84;Privada com fins lucrativos;FACULDADE DE TECNOLOGIA DE CRUZEIRO DO OESTE (FACO);FACO;Rua Peabiru - 1045 - CEP: 87400-000 - Centro;Cruzeiro do Oeste;PR;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
22103;Faculdade de Saúde Santa Casa BH;Independentes;MG;16327;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;17.209.891/0001-93;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;Faculdade de Saúde Santa Casa BH;-;Avenida dos Andradas - 2688 - CEP: 30260-070 - Santa Efigênia;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;4;;4;;Ativa
22753;FACULDADE RIO PARNAÍBA;Independentes;MA;16983;CENTRO DE ENSINO SUPERIOR TIMONENSE LTDA - EPP;28.648.047/0001-85;Privada com fins lucrativos;FACULDADE RIO PARNAÍBA (FARP);FARP;Avenida Boa Vista - 700 - CEP: 65631-430 - Boa Vista;Timon;MA;Faculdade;Presencial - Superior;Privada;4;4;;;Ativa
24275;Faculdade Unificada do Estado de São Paulo;Independentes;SP;17030;UNIAO EDUCACIONAL MAUA LTDA;28.940.990/0001-67;Privada com fins lucrativos;Faculdade Unificada do Estado de São Paulo (FAUESP - online);FAUESP - online;Rua Manoel Pedro Júnior - 287 - CEP: 09310-720 - Vila Bocaina;Mauá;SP;Faculdade;EAD - Superior /;Privada;;4;;;Ativa
24899;Faculdade Anhanguera do Amazonas;Cogna;AM;16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Privada com fins lucrativos;Faculdade Anhanguera do Amazonas;-;Avenida Noel Nutels - 1762 - CEP: 69095-000 - Cidade Nova;Manaus;AM;Faculdade;Presencial - Superior;Privada;5;;;;Ativa
15272;FACULDADE DE TECNOLOGIA, EDUCAÇÃO SUPERIOR E PROFISSIONAL;Independentes;PI;16112;CENTRO EDUCACIONAL MALTA LTDA;17.145.404/0001-76;Privada com fins lucrativos;Faculdade Malta Barão (MALTA);MALTA;Avenida Barão de Gurguéia - 3333 - CEP: 64018-500 - Vermelha;Teresina;PI;Faculdade;Presencial - Superior;Privada;3;2;3;;Ativa
18201;FACULDADE SENAC PALHOÇA;Independentes;SC;2084;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC;03.603.739/0001-86;Privada sem fins lucrativos;FACULDADE SENAC PALHOÇA (SENAC Palhoça);SENAC Palhoça;Rua João Pereira dos Santos - 303 - CEP: 88130-475 - Ponte do Imaruim;Palhoça;SC;Faculdade;Presencial - Superior;Privada;3;;3;;Ativa
21240;FACULDADE UNIRB - PIAUÍ;Independentes;PI;16457;UNIRB - UNIVERSIDADE BRASILEIRA LTDA;22.168.665/0001-41;Privada com fins lucrativos;FACULDADE UNIRB - PIAUÍ (F. UNIRB);F. UNIRB;Avenida Mirtes Melão - 700 - CEP: 64090-095 - Gurupi;Teresina;PI;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
21643;Faculdade Rudolf Steiner;Independentes;SP;16660;ASSOCIACAO PEDAGOGICA RUDOLF STEINER;60.665.528/0001-01;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;Faculdade Rudolf Steiner (FRS);FRS;Rua Irineu Marinho - 124 - CEP: 04739-040 - Santo Amaro;São Paulo;SP;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
22017;Faculdade Nossa Senhora Aparecida;Independentes;GO;16785;CENTRO EDUCACIONAL BRASIL FUTURO LTDA - ME;06.368.275/0001-69;Privada com fins lucrativos;Faculdade Nossa Senhora Aparecida (FNSA);FNSA;Rua Leolince - 12 - CEP: 72820-090 - Parque Estrela Dalva II;Luziânia;GO;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;;;Ativa
22533;Faculdade Norte-Sul;Independentes;SC;16951;INSTITUTO RIOSULENSE DE EDUCACAO SUPERIOR LTDA;28.519.291/0001-48;Privada com fins lucrativos;Faculdade Norte-Sul (FANS);FANS;Maria Auxiliadora - 200 - CEP: 89160-059 - Centro;Rio do Sul;SC;Faculdade;EAD - Superior /;Privada;;4;;;Ativa
